"x"
"1"	16930
"2"	15851
"3"	16245
"4"	16106
"5"	16309
"6"	17022
"7"	16572
"8"	16616
"9"	17298
"10"	17657
"11"	18053
"12"	17903
"13"	17470
"14"	17176
"15"	17034
"16"	16971
"17"	17038.6207904877
"18"	17105
"19"	17081
"20"	16734
"21"	16388
"22"	16522
"23"	16868
"24"	17457
"25"	17932
"26"	18125
"27"	18685
"28"	18361
"29"	18603
"30"	18083
"31"	17819
"32"	17920
"33"	18112
"34"	17979
"35"	17625
"36"	17699
"37"	17489
"38"	17833
"39"	17775
"40"	17786
"41"	17542
"42"	17660
"43"	17953
"44"	18015
"45"	18631
"46"	18501.2881594354
"47"	18400.8902783548
"48"	18282
"49"	18650
"50"	18280
"51"	17594
"52"	17221
"53"	17381
"54"	17642
"55"	17511
"56"	17525
"57"	18342
"58"	18314
"59"	18331
"60"	18674
"61"	18951
"62"	18337
"63"	18053
"64"	17646
"65"	17820
"66"	17245
"67"	16757
"68"	16714
"69"	17146
"70"	17513
"71"	16783
"72"	16539
"73"	16323
"74"	15500
"75"	14794
"76"	14815
"77"	15408
"78"	14926
"79"	15203
"80"	15005.5772275772
"81"	14794
"82"	15400
"83"	15446
"84"	15440
"85"	15537
"86"	15520.0057037007
"87"	15524
"88"	15108
"89"	14969
"90"	15217
"91"	14890
"92"	14581
"93"	14433
"94"	14498
"95"	14458
"96"	15055
"97"	15360
"98"	14870
"99"	14626
"100"	14326
"101"	13891
"102"	13587
"103"	14166
"104"	14185
"105"	14542
"106"	14772
"107"	15248
"108"	14956
"109"	15450
"110"	16222
"111"	16022
"112"	15946
"113"	16271
"114"	16398
"115"	16342
"116"	16096
"117"	16354
"118"	16366
"119"	16561
"120"	16424
"121"	16850
"122"	16843
"123"	17254
"124"	17102.2678248293
"125"	16977
"126"	16744
"127"	16512
"128"	16842
"129"	16407
"130"	16727
"131"	17088
"132"	17279
"133"	17134
"134"	17348
"135"	17598
"136"	17471
"137"	16880
"138"	17053
"139"	16444
"140"	16880
"141"	17387
"142"	17368
"143"	16927
"144"	17203
"145"	17318
"146"	17385
"147"	17049
"148"	17121
"149"	16948
"150"	16485
"151"	16454
"152"	16289
"153"	16314
"154"	16720
"155"	16761
"156"	16995
"157"	16884
"158"	16533
"159"	16834
"160"	17395
"161"	17810
"162"	17744
"163"	17330
"164"	17702
"165"	17313
"166"	17083
"167"	17224
"168"	17450
"169"	17310
"170"	17642
"171"	17460
"172"	17354
"173"	17414
"174"	17346
"175"	17577
"176"	17613
"177"	17424
"178"	17589
"179"	17504.525613127
"180"	17433
"181"	17287
"182"	16882
"183"	16998
"184"	16768
"185"	16563
"186"	15913
"187"	16188
"188"	16077
"189"	16146
"190"	16353
"191"	16318
"192"	16254
"193"	15848
"194"	16013
"195"	15928
"196"	15559
"197"	15633
"198"	15876
"199"	16362
"200"	15945
"201"	15855
"202"	15747
"203"	15526
"204"	15456.8329372808
"205"	15385
"206"	15241
"207"	14870
"208"	14420
"209"	14845
"210"	14529
"211"	13989
"212"	13799
"213"	13665
"214"	14223
"215"	14691
"216"	14891
"217"	14867
"218"	14791
"219"	14669.0870213936
"220"	14533
"221"	14800
"222"	14968
